EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,Location,MonthlyIncome,PercentSalaryHike,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,BusinessTravel,OverTime,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,SurveyFeedback
10428,24,Female,Married,Operations,Operations Manager,1,HR Management,Bengaluru,207743,18,3,14,3,4,6,20,8,47,Travel_Rarely,Yes,6,4,3,3,2,3,4,Yes,I feel undervalued and underpaid compared to industry standards
10429,32,Female,Married,Operations,Operations Manager,3,Finance,Pune,106070,23,0,18,4,8,3,33,7,5,Non-Travel,No,2,2,4,1,2,3,4,Yes,Job is fine but I am looking for more interesting challenges
10430,51,Female,Married,Finance,Finance Manager,1,Engineering,Chennai,73168,13,3,5,7,8,5,32,6,2,Travel_Rarely,Yes,2,4,2,3,3,4,1,Yes,"Too much overtime, work life balance is completely terrible"
10431,39,Male,Single,Sales,Account Manager,1,Marketing,Bhubaneswar,63322,14,0,14,6,6,5,26,6,22,Non-Travel,No,3,3,2,2,4,1,4,Yes,I feel undervalued and underpaid compared to industry standards
10432,23,Male,Married,Marketing,Brand Manager,4,Computer Science,Hyderabad,228056,16,2,6,8,3,3,5,1,6,Non-Travel,No,3,1,1,3,2,3,3,Yes,"It is an okay place to work, nothing exceptional about it"
10433,53,Female,Married,Technology,Junior Developer,5,Marketing,Bengaluru,183768,11,0,11,4,1,5,30,1,44,Travel_Rarely,No,3,4,1,1,1,1,4,No,Work is okay but salary could definitely be better though
10434,29,Male,Married,Marketing,Brand Manager,4,Engineering,Hyderabad,85246,17,3,15,0,1,7,17,7,2,Travel_Rarely,No,1,1,4,2,2,2,1,Yes,Work is okay but salary could definitely be better though
10435,43,Male,Divorced,Sales,Sales Executive,1,Business Administration,Bhubaneswar,184964,20,0,8,3,3,4,6,3,29,Travel_Rarely,No,2,2,2,2,3,2,4,No,Job is fine but I am looking for more interesting challenges
10436,27,Male,Married,Sales,Account Manager,3,HR Management,Bengaluru,30583,11,2,19,5,0,1,15,6,36,Travel_Rarely,No,5,1,2,4,1,4,4,Yes,Management doesnt listen and salary is way below market rate
10437,33,Male,Single,Sales,Account Manager,4,Engineering,Hyderabad,97720,20,3,4,5,3,8,1,5,7,Travel_Rarely,No,0,2,1,3,1,1,3,Yes,"Too much overtime, work life balance is completely terrible"
10438,57,Male,Married,Marketing,Brand Manager,5,Computer Science,Hyderabad,201287,19,0,10,8,5,3,13,3,16,Travel_Frequently,No,3,2,1,3,4,1,4,Yes,Poor management decisions causing frustration across the team
10439,36,Female,Single,Sales,Sales Lead,1,Engineering,Bengaluru,170925,14,0,1,9,5,3,34,6,33,Travel_Frequently,No,5,1,2,3,1,3,2,Yes,I feel undervalued and underpaid compared to industry standards
10440,49,Male,Single,Operations,Ops Executive,4,HR Management,Hyderabad,152181,22,1,15,4,6,6,30,3,33,Travel_Frequently,No,4,4,4,1,1,1,3,Yes,Job is fine but I am looking for more interesting challenges
10441,39,Male,Married,Marketing,SEO Analyst,4,Marketing,Hyderabad,74757,21,0,3,4,4,9,19,8,14,Travel_Frequently,Yes,1,3,3,1,3,1,1,Yes,"Average experience overall, some good and some bad aspects"
10442,23,Male,Divorced,Sales,BD Executive,4,Finance,Bengaluru,21659,11,1,4,5,8,9,2,7,43,Travel_Rarely,No,0,1,4,2,4,3,1,Yes,"No growth at all, stuck in same role for many years now"
10443,34,Female,Single,Operations,Operations Manager,4,Marketing,Hyderabad,16238,11,2,6,5,1,5,12,9,12,Travel_Rarely,No,1,3,2,2,2,4,1,Yes,"Too much overtime, work life balance is completely terrible"
10444,36,Female,Married,Finance,Senior Accountant,3,HR Management,Hyderabad,136270,13,1,5,2,1,3,24,5,43,Travel_Rarely,No,5,1,3,1,1,3,4,Yes,Excessive workload with no work life balance whatsoever here
10445,41,Female,Single,Sales,Sales Executive,5,HR Management,Mumbai,134211,13,2,9,5,3,5,11,1,6,Travel_Rarely,No,3,3,4,3,2,2,2,No,Excellent culture and very clear career growth opportunities
10446,50,Male,Married,Marketing,Digital Marketer,5,Computer Science,Chennai,30064,22,0,13,7,3,2,2,8,55,Travel_Rarely,Yes,5,1,4,3,2,1,3,Yes,"It is an okay place to work, nothing exceptional about it"
10447,50,Female,Married,HR,Recruiter,1,Engineering,Mumbai,177187,17,0,7,5,3,6,1,2,12,Non-Travel,Yes,5,3,2,1,2,1,2,Yes,"No growth at all, stuck in same role for many years now"
10448,24,Female,Married,Sales,Sales Executive,2,Engineering,Bhubaneswar,178024,22,1,13,4,0,5,28,6,53,Travel_Frequently,Yes,6,3,1,3,4,4,2,Yes,Management doesnt listen and salary is way below market rate
10449,40,Female,Single,HR,Recruiter,3,Marketing,Mumbai,151692,15,2,13,2,3,2,4,1,31,Travel_Rarely,No,1,1,4,1,2,2,1,Yes,Very high pressure with little or no recognition for work done
10450,24,Female,Married,Operations,Ops Executive,1,Finance,Mumbai,114790,19,0,19,0,4,0,30,6,12,Travel_Frequently,No,3,1,4,3,3,1,1,Yes,Excessive workload with no work life balance whatsoever here
10451,35,Male,Divorced,Finance,Financial Analyst,1,Finance,Bhubaneswar,117985,17,1,2,4,8,9,7,4,10,Non-Travel,No,1,2,1,3,4,3,2,Yes,"Too much overtime, work life balance is completely terrible"
10452,25,Female,Married,Technology,QA Engineer,4,Computer Science,Hyderabad,59258,22,1,0,5,2,4,22,5,40,Non-Travel,No,3,3,4,4,4,1,2,Yes,I feel undervalued and underpaid compared to industry standards
10453,32,Female,Married,Finance,Finance Manager,2,HR Management,Hyderabad,150542,16,1,8,5,2,9,26,7,27,Non-Travel,No,6,1,4,2,4,4,3,Yes,"It is an okay place to work, nothing exceptional about it"
10454,52,Male,Divorced,Sales,Sales Executive,2,Computer Science,Mumbai,168075,22,0,8,5,4,1,29,6,52,Travel_Rarely,No,2,4,1,3,4,3,1,No,"Career growth is excellent here, very satisfied with my job"
10455,53,Male,Single,HR,Recruiter,3,Engineering,Bhubaneswar,173643,19,2,1,2,9,6,25,1,51,Non-Travel,No,2,4,2,3,1,1,1,Yes,Management doesnt listen and salary is way below market rate
10456,48,Female,Married,HR,HR Executive,2,Business Administration,Hyderabad,39668,13,0,15,3,5,6,10,9,7,Travel_Rarely,No,6,2,2,1,1,4,4,Yes,Management doesnt listen and salary is way below market rate
10457,51,Male,Divorced,Marketing,Content Writer,1,Business Administration,Pune,92259,11,3,7,2,2,3,20,6,46,Non-Travel,No,6,4,2,4,2,2,1,No,Excellent culture and very clear career growth opportunities
10458,23,Female,Single,HR,HR Executive,2,Business Administration,Bengaluru,127192,24,3,5,1,0,5,14,6,36,Non-Travel,No,6,1,3,4,1,3,3,Yes,Poor management decisions causing frustration across the team
10459,30,Male,Married,Marketing,Brand Manager,2,HR Management,Bengaluru,111576,18,0,12,7,9,0,33,9,33,Travel_Rarely,Yes,6,3,2,1,4,3,4,Yes,Excessive workload with no work life balance whatsoever here
10460,49,Male,Single,Operations,Process Analyst,5,Computer Science,Chennai,120481,11,2,0,6,7,1,5,5,27,Travel_Frequently,Yes,2,1,3,1,2,2,3,Yes,"It is an okay place to work, nothing exceptional about it"
10461,52,Female,Married,Technology,Junior Developer,1,Marketing,Bengaluru,126505,10,1,18,7,0,5,6,6,8,Non-Travel,No,2,4,3,1,3,3,1,No,Management is supportive and salary is competitive and fair
10462,55,Male,Married,Sales,Sales Manager,2,Engineering,Mumbai,178118,17,3,14,5,1,1,22,6,5,Travel_Rarely,No,6,4,3,3,1,4,1,No,"Career growth is excellent here, very satisfied with my job"
10463,36,Female,Single,Marketing,SEO Analyst,2,Business Administration,Bengaluru,217049,19,3,0,6,2,3,17,7,8,Non-Travel,Yes,2,1,1,1,4,2,2,Yes,Work is okay but salary could definitely be better though
10464,46,Male,Married,Technology,Senior Developer,4,Finance,Bengaluru,223327,24,0,9,0,5,3,15,9,40,Non-Travel,No,4,2,3,2,2,1,2,No,Management is supportive and salary is competitive and fair
10465,57,Female,Single,HR,HR Business Partner,2,Computer Science,Pune,20397,18,3,0,9,3,9,28,5,21,Travel_Rarely,No,1,1,3,1,1,4,3,Yes,"It is an okay place to work, nothing exceptional about it"
10466,29,Male,Married,HR,HR Manager,2,Engineering,Hyderabad,114925,10,3,11,4,3,8,2,5,24,Travel_Rarely,No,5,2,1,3,4,2,4,Yes,"Too much overtime, work life balance is completely terrible"
10467,30,Male,Single,Technology,DevOps Engineer,5,Engineering,Pune,98481,16,1,10,3,8,9,18,4,7,Travel_Frequently,No,6,4,4,2,2,1,1,No,Management is supportive and salary is competitive and fair
10468,53,Male,Divorced,HR,HR Manager,1,Finance,Mumbai,168305,11,1,16,9,5,6,27,4,19,Travel_Rarely,No,2,3,4,3,1,4,2,No,"Very happy with my role, the team is fantastic and supportive"
10469,38,Male,Single,Operations,Coordinator,3,Finance,Bengaluru,229408,15,2,3,2,1,6,21,8,31,Travel_Frequently,Yes,4,3,3,2,3,4,2,Yes,"Too much overtime, work life balance is completely terrible"
10470,56,Male,Divorced,Operations,Ops Executive,1,Finance,Hyderabad,75308,22,3,6,1,6,0,23,2,36,Non-Travel,Yes,6,1,2,2,1,3,1,Yes,"Average experience overall, some good and some bad aspects"
10471,40,Female,Married,Technology,Data Analyst,4,Business Administration,Chennai,215798,20,2,11,8,2,4,7,8,27,Non-Travel,No,4,2,4,2,4,3,1,Yes,Management doesnt listen and salary is way below market rate
10472,50,Male,Single,Marketing,Content Writer,1,Business Administration,Chennai,209291,14,2,12,7,8,2,19,2,29,Non-Travel,No,1,4,2,3,4,2,4,No,Management is supportive and salary is competitive and fair
10473,28,Female,Married,Marketing,Marketing Manager,2,Computer Science,Bengaluru,249430,10,1,4,9,5,2,9,1,23,Travel_Rarely,No,1,3,1,2,3,1,2,No,"Career growth is excellent here, very satisfied with my job"
10474,49,Female,Married,Technology,Senior Developer,4,Finance,Bengaluru,16130,11,1,5,1,7,5,12,9,20,Non-Travel,No,3,1,4,4,3,4,4,Yes,Excessive workload with no work life balance whatsoever here
10475,30,Female,Married,Marketing,Digital Marketer,1,Marketing,Chennai,139293,11,0,1,5,0,3,30,8,6,Non-Travel,No,3,1,1,4,2,4,4,Yes,I feel undervalued and underpaid compared to industry standards
10476,49,Male,Single,Marketing,Digital Marketer,4,Engineering,Chennai,29071,19,1,6,2,1,7,7,6,12,Travel_Rarely,No,2,4,3,3,2,2,1,Yes,Excessive workload with no work life balance whatsoever here
10477,27,Female,Married,Operations,Process Analyst,3,Finance,Mumbai,100517,19,2,13,2,5,3,2,4,50,Non-Travel,No,0,4,4,4,4,3,4,No,"Good colleagues, strong learning opportunities and recognition"
10478,50,Male,Single,Marketing,Digital Marketer,1,Engineering,Bengaluru,125240,15,3,13,4,2,7,17,2,12,Non-Travel,Yes,3,1,3,2,1,4,1,Yes,Work is okay but salary could definitely be better though
10479,38,Female,Single,Finance,Senior Accountant,2,HR Management,Chennai,17118,20,2,9,6,0,3,11,8,50,Non-Travel,No,0,1,3,1,3,4,3,Yes,Job is fine but I am looking for more interesting challenges
10480,37,Female,Married,Sales,BD Executive,4,HR Management,Bhubaneswar,146735,21,2,3,6,5,2,12,3,3,Non-Travel,No,5,1,1,1,2,3,4,Yes,"No growth at all, stuck in same role for many years now"
10481,44,Female,Single,HR,HR Manager,5,Finance,Chennai,77408,10,2,2,9,4,4,3,4,42,Travel_Rarely,No,3,2,4,2,4,1,2,Yes,Poor management decisions causing frustration across the team
10482,52,Female,Single,Finance,Auditor,4,Engineering,Hyderabad,66786,20,1,13,0,8,4,21,5,39,Travel_Rarely,No,5,4,4,4,4,1,2,No,"It is an okay place to work, nothing exceptional about it"
10483,24,Female,Single,Marketing,Digital Marketer,5,HR Management,Hyderabad,96271,22,2,5,6,5,9,14,4,35,Non-Travel,No,4,1,4,2,4,3,3,Yes,"Average experience overall, some good and some bad aspects"
10484,42,Male,Single,Operations,Ops Executive,2,Finance,Bhubaneswar,34158,13,0,14,6,4,9,15,8,19,Non-Travel,No,4,4,3,1,3,4,3,No,Great work life balance and very interesting projects daily
10485,47,Female,Single,Technology,DevOps Engineer,3,Engineering,Mumbai,46087,21,3,7,5,0,0,10,9,45,Travel_Frequently,Yes,5,1,4,1,3,3,4,Yes,Work is okay but salary could definitely be better though
10486,57,Female,Divorced,Marketing,Brand Manager,5,Finance,Bengaluru,103114,19,1,4,5,0,7,10,1,4,Travel_Rarely,No,4,1,2,3,3,1,2,Yes,Management doesnt listen and salary is way below market rate
10487,43,Male,Single,Operations,Coordinator,3,Business Administration,Bengaluru,199193,20,2,2,1,0,7,17,2,31,Travel_Rarely,No,5,1,2,1,1,2,2,Yes,I feel undervalued and underpaid compared to industry standards
10488,33,Male,Married,Sales,BD Executive,4,Engineering,Chennai,34874,14,0,2,2,6,7,25,4,42,Travel_Rarely,Yes,0,4,3,3,3,2,1,Yes,Work is okay but salary could definitely be better though
10489,34,Male,Single,Marketing,SEO Analyst,2,HR Management,Hyderabad,98443,11,3,12,2,5,9,27,1,38,Non-Travel,Yes,2,1,1,4,4,1,1,Yes,"Average experience overall, some good and some bad aspects"
10490,32,Female,Divorced,Technology,QA Engineer,5,Finance,Mumbai,55821,11,2,1,2,4,3,33,6,33,Travel_Frequently,No,5,1,2,2,3,1,2,Yes,Excessive workload with no work life balance whatsoever here
10491,37,Female,Single,Operations,Ops Executive,4,HR Management,Mumbai,130675,24,3,0,1,3,8,11,5,6,Travel_Rarely,No,3,4,1,3,1,1,1,Yes,I feel undervalued and underpaid compared to industry standards
10492,29,Female,Divorced,Operations,Coordinator,1,Finance,Mumbai,75582,16,1,11,8,7,9,13,7,8,Non-Travel,No,3,1,4,2,1,3,1,Yes,"It is an okay place to work, nothing exceptional about it"
10493,23,Female,Married,Operations,Supply Chain Analyst,4,Computer Science,Chennai,137603,16,1,7,5,7,2,1,6,28,Travel_Rarely,No,0,3,2,3,4,2,1,No,"Very happy with my role, the team is fantastic and supportive"
10494,51,Female,Single,Sales,Sales Executive,3,HR Management,Bengaluru,168859,15,0,18,1,4,6,31,3,15,Travel_Rarely,No,5,3,3,4,2,1,3,No,"Very happy with my role, the team is fantastic and supportive"
10495,51,Female,Divorced,Marketing,Brand Manager,2,HR Management,Mumbai,210775,10,1,8,2,3,5,33,5,31,Non-Travel,No,4,1,3,4,3,4,2,Yes,Job is fine but I am looking for more interesting challenges
10496,33,Male,Married,Sales,Account Manager,2,Marketing,Chennai,167777,21,0,13,9,1,8,21,3,8,Travel_Frequently,No,2,2,1,3,3,2,2,Yes,"Average experience overall, some good and some bad aspects"
10497,31,Male,Single,HR,Recruiter,4,Business Administration,Chennai,84381,22,2,17,5,6,3,16,9,54,Travel_Frequently,No,3,4,3,3,1,3,2,Yes,Management doesnt listen and salary is way below market rate
10498,32,Female,Married,HR,HR Business Partner,1,HR Management,Bhubaneswar,126800,21,3,9,3,4,3,23,2,6,Non-Travel,No,2,1,1,4,1,4,1,Yes,Very high pressure with little or no recognition for work done
10499,36,Female,Divorced,Marketing,Content Writer,3,Engineering,Pune,145805,12,1,8,6,2,5,10,6,29,Travel_Rarely,No,2,4,1,2,2,3,4,No,Management is supportive and salary is competitive and fair
10500,37,Female,Married,Sales,Sales Executive,4,Finance,Mumbai,190725,18,3,5,5,8,7,33,9,51,Travel_Rarely,Yes,1,2,2,4,1,1,4,Yes,"Average experience overall, some good and some bad aspects"
10501,38,Female,Single,Technology,Junior Developer,4,Computer Science,Pune,97018,19,3,0,5,8,2,22,7,46,Non-Travel,No,2,2,2,2,1,1,1,Yes,Poor management decisions causing frustration across the team
10502,47,Female,Married,Operations,Operations Manager,2,Engineering,Bengaluru,115592,10,2,4,2,9,7,6,5,34,Travel_Rarely,No,5,4,3,3,1,1,3,Yes,Job is fine but I am looking for more interesting challenges
10503,23,Male,Married,Operations,Process Analyst,3,Engineering,Chennai,106626,11,2,9,7,7,7,10,2,7,Travel_Rarely,No,6,2,1,2,1,4,3,Yes,Work is okay but salary could definitely be better though
10504,33,Male,Divorced,Marketing,Content Writer,1,Engineering,Mumbai,101217,17,1,12,8,0,6,16,2,40,Travel_Rarely,Yes,1,2,2,3,2,1,2,Yes,Work is okay but salary could definitely be better though
10505,47,Female,Married,HR,HR Executive,2,Engineering,Hyderabad,178324,16,2,3,5,2,6,13,4,10,Travel_Rarely,Yes,6,4,4,2,3,2,4,No,"Average experience overall, some good and some bad aspects"
10506,44,Male,Single,HR,HR Business Partner,4,Computer Science,Bengaluru,219404,18,3,0,1,1,4,20,2,13,Travel_Rarely,Yes,0,2,3,3,3,1,3,Yes,Job is fine but I am looking for more interesting challenges
10507,39,Female,Divorced,Operations,Operations Manager,2,Marketing,Bhubaneswar,87799,19,0,1,0,3,1,4,8,22,Travel_Frequently,No,4,3,3,1,3,2,4,Yes,Excessive workload with no work life balance whatsoever here
10508,53,Female,Single,Marketing,Content Writer,2,Business Administration,Bhubaneswar,77185,21,0,3,2,1,1,20,7,21,Travel_Rarely,No,1,1,4,1,3,4,4,Yes,Management doesnt listen and salary is way below market rate
10509,24,Female,Single,Sales,Sales Manager,5,HR Management,Pune,224385,24,0,16,2,7,9,22,7,52,Travel_Frequently,No,6,3,4,4,3,3,3,Yes,Poor management decisions causing frustration across the team
10510,24,Male,Married,HR,Recruiter,2,Engineering,Chennai,56538,24,1,9,7,0,7,29,3,1,Non-Travel,No,2,3,4,4,4,3,1,No,Management is supportive and salary is competitive and fair
10511,51,Male,Married,Sales,Sales Lead,2,HR Management,Pune,35343,24,2,11,4,3,5,16,7,41,Non-Travel,Yes,4,1,2,3,4,2,2,Yes,"No growth at all, stuck in same role for many years now"
10512,22,Female,Single,HR,HR Manager,3,HR Management,Hyderabad,226470,21,2,1,0,4,7,23,8,59,Non-Travel,Yes,2,3,4,2,1,4,2,Yes,Management doesnt listen and salary is way below market rate
10513,51,Male,Married,HR,L&D Specialist,2,Engineering,Hyderabad,187304,13,2,2,3,9,2,30,5,42,Travel_Rarely,Yes,2,1,3,3,4,2,3,Yes,Job is fine but I am looking for more interesting challenges
10514,53,Male,Married,Finance,Finance Manager,1,Marketing,Bhubaneswar,135026,13,2,13,6,3,0,30,1,52,Non-Travel,No,1,1,2,1,3,1,1,Yes,"Average experience overall, some good and some bad aspects"
10515,49,Female,Married,HR,L&D Specialist,4,HR Management,Mumbai,249257,16,3,14,4,7,5,3,1,2,Travel_Frequently,No,0,4,1,1,1,1,3,Yes,"Average experience overall, some good and some bad aspects"
10516,42,Male,Married,Technology,Senior Developer,3,Finance,Bhubaneswar,68106,10,0,12,9,1,1,24,4,52,Travel_Rarely,No,6,1,4,3,3,1,3,Yes,Work is okay but salary could definitely be better though
10517,34,Male,Married,Marketing,Brand Manager,2,HR Management,Bhubaneswar,129322,19,3,8,5,8,8,13,2,29,Non-Travel,No,2,1,3,1,3,3,4,Yes,Excessive workload with no work life balance whatsoever here
10518,48,Female,Single,Marketing,Brand Manager,1,Business Administration,Hyderabad,96227,21,1,1,9,1,4,32,7,11,Travel_Rarely,Yes,5,2,4,4,1,2,4,Yes,"Too much overtime, work life balance is completely terrible"
10519,57,Female,Single,Sales,Sales Manager,4,Engineering,Pune,199151,18,0,18,3,1,4,12,3,37,Travel_Frequently,Yes,1,2,1,3,3,4,2,Yes,"Average experience overall, some good and some bad aspects"
10520,28,Male,Divorced,HR,HR Business Partner,3,Computer Science,Hyderabad,171100,11,0,15,1,1,9,8,4,50,Travel_Rarely,No,5,3,2,4,4,2,4,No,Job is fine but I am looking for more interesting challenges
10521,43,Female,Single,Technology,DevOps Engineer,1,HR Management,Chennai,57135,24,3,10,8,9,7,24,9,7,Non-Travel,No,5,1,1,4,1,2,4,Yes,"No growth at all, stuck in same role for many years now"
10522,31,Male,Married,Sales,BD Executive,2,Marketing,Hyderabad,177138,10,1,11,1,7,5,16,2,35,Travel_Frequently,Yes,6,1,2,4,2,2,1,Yes,I feel undervalued and underpaid compared to industry standards
10523,36,Female,Married,Finance,Tax Analyst,5,Finance,Hyderabad,134599,16,1,0,1,2,2,32,8,30,Travel_Rarely,Yes,2,4,3,1,2,1,3,Yes,Job is fine but I am looking for more interesting challenges
10524,36,Female,Married,Sales,BD Executive,5,Finance,Bhubaneswar,244789,15,0,1,1,9,8,34,1,16,Travel_Rarely,No,6,1,3,2,2,1,3,Yes,Poor management decisions causing frustration across the team
10525,25,Female,Single,Sales,BD Executive,3,Computer Science,Mumbai,98470,21,2,15,0,9,9,32,3,15,Travel_Rarely,No,5,4,3,2,3,2,1,No,"Very happy with my role, the team is fantastic and supportive"
10526,53,Female,Married,HR,L&D Specialist,1,Business Administration,Bhubaneswar,35910,12,1,1,2,7,3,17,4,40,Travel_Rarely,Yes,6,1,1,2,3,1,4,Yes,Work is okay but salary could definitely be better though
10527,44,Male,Married,Finance,Senior Accountant,4,Computer Science,Bengaluru,153213,10,3,18,5,6,9,2,6,20,Travel_Frequently,No,4,2,4,4,3,3,4,Yes,Work is okay but salary could definitely be better though
10528,27,Female,Divorced,Sales,Sales Lead,1,Business Administration,Hyderabad,60950,21,1,9,6,9,3,26,1,28,Non-Travel,Yes,0,2,4,3,3,1,3,Yes,Job is fine but I am looking for more interesting challenges
10529,45,Female,Single,Technology,DevOps Engineer,5,HR Management,Hyderabad,201795,14,0,18,0,3,1,17,8,59,Non-Travel,No,2,2,1,4,1,3,2,Yes,"No growth at all, stuck in same role for many years now"
10530,41,Female,Married,Technology,QA Engineer,3,Engineering,Bengaluru,31225,19,2,9,4,6,2,2,2,37,Travel_Frequently,Yes,5,3,4,4,2,3,3,Yes,Excessive workload with no work life balance whatsoever here
10531,41,Male,Married,Marketing,Content Writer,2,Marketing,Hyderabad,246322,23,1,15,4,7,3,8,5,3,Non-Travel,Yes,0,1,1,3,4,2,2,Yes,"No growth at all, stuck in same role for many years now"
10532,33,Male,Married,Finance,Finance Manager,1,Finance,Hyderabad,233195,13,0,12,0,5,6,6,6,29,Travel_Frequently,No,6,2,4,2,1,2,4,Yes,"Too much overtime, work life balance is completely terrible"
10533,54,Female,Married,Finance,Auditor,5,Computer Science,Chennai,47959,14,1,15,3,5,2,9,8,59,Travel_Rarely,Yes,0,4,2,2,2,1,2,Yes,Work is okay but salary could definitely be better though
10534,49,Female,Single,Marketing,Digital Marketer,4,Marketing,Hyderabad,64192,10,2,17,9,2,7,1,3,37,Travel_Rarely,No,4,2,3,2,2,4,2,Yes,"Average experience overall, some good and some bad aspects"
10535,29,Female,Single,Sales,Sales Lead,3,Business Administration,Bengaluru,94711,10,3,7,0,4,7,5,9,9,Non-Travel,No,4,1,4,4,1,2,2,Yes,Excessive workload with no work life balance whatsoever here
10536,22,Female,Married,Finance,Tax Analyst,2,Engineering,Bhubaneswar,156123,14,0,17,0,9,9,9,5,27,Travel_Frequently,No,3,2,1,4,1,3,2,Yes,Very high pressure with little or no recognition for work done
10537,43,Female,Married,Technology,Junior Developer,1,Finance,Hyderabad,217500,15,0,12,6,1,1,14,8,32,Travel_Rarely,No,0,1,2,1,1,3,2,Yes,Excessive workload with no work life balance whatsoever here
10538,27,Female,Married,Technology,Data Analyst,4,Finance,Mumbai,18449,14,2,6,6,4,3,27,4,48,Travel_Frequently,No,2,1,4,2,4,1,3,Yes,Very high pressure with little or no recognition for work done
10539,42,Male,Single,HR,HR Business Partner,2,Business Administration,Bengaluru,187167,11,0,17,2,4,7,9,9,46,Travel_Rarely,Yes,4,2,4,4,2,3,1,Yes,Excessive workload with no work life balance whatsoever here
10540,53,Female,Single,Finance,Tax Analyst,5,Engineering,Pune,119213,18,2,5,6,6,0,29,8,50,Non-Travel,No,2,4,1,1,4,2,4,Yes,Very high pressure with little or no recognition for work done
10541,56,Female,Single,Sales,Sales Executive,5,Finance,Chennai,224001,14,0,8,2,3,0,20,5,39,Travel_Rarely,No,0,3,2,4,4,1,3,No,"Average experience overall, some good and some bad aspects"
10542,36,Female,Single,Marketing,SEO Analyst,4,Engineering,Bengaluru,175262,20,2,5,1,5,3,15,3,31,Travel_Rarely,Yes,4,1,3,4,4,1,1,Yes,Poor management decisions causing frustration across the team
10543,26,Female,Married,Marketing,Digital Marketer,5,Finance,Bhubaneswar,115245,20,1,17,9,8,1,3,1,47,Travel_Rarely,No,3,3,1,2,4,4,3,Yes,Excessive workload with no work life balance whatsoever here
10544,27,Female,Divorced,Sales,Sales Manager,3,HR Management,Bengaluru,112069,14,1,16,3,3,0,23,5,26,Travel_Frequently,No,0,2,4,3,4,1,1,Yes,"It is an okay place to work, nothing exceptional about it"
10545,46,Female,Single,Operations,Coordinator,4,Business Administration,Pune,172213,19,1,11,9,5,7,9,5,40,Travel_Rarely,Yes,2,1,3,4,1,4,3,Yes,Work is okay but salary could definitely be better though
10546,50,Male,Single,HR,HR Business Partner,5,Engineering,Chennai,248597,18,0,2,2,8,1,30,4,3,Travel_Rarely,No,3,1,4,4,4,2,4,Yes,Poor management decisions causing frustration across the team
10547,28,Male,Single,Marketing,SEO Analyst,1,Marketing,Mumbai,38908,12,2,4,6,9,3,19,8,11,Travel_Frequently,No,0,2,1,4,3,3,4,Yes,"Too much overtime, work life balance is completely terrible"
10548,34,Male,Married,Finance,Senior Accountant,5,HR Management,Pune,119847,14,2,6,0,0,2,3,3,52,Non-Travel,Yes,4,3,2,2,1,2,2,Yes,Very high pressure with little or no recognition for work done
10549,39,Male,Single,HR,HR Business Partner,3,Marketing,Bengaluru,135910,24,3,9,5,7,1,3,9,29,Travel_Frequently,Yes,5,4,3,4,2,1,1,Yes,Management doesnt listen and salary is way below market rate
10550,23,Male,Divorced,Finance,Tax Analyst,2,Business Administration,Pune,178394,22,1,9,1,0,7,34,3,27,Travel_Rarely,No,0,2,1,1,2,4,3,Yes,Excessive workload with no work life balance whatsoever here
10551,29,Male,Married,Technology,QA Engineer,2,Finance,Bengaluru,196782,21,3,18,7,3,2,2,4,58,Travel_Rarely,No,1,2,1,2,1,3,2,Yes,I feel undervalued and underpaid compared to industry standards
10552,32,Female,Divorced,HR,HR Executive,5,Marketing,Mumbai,29012,14,1,3,4,2,8,27,6,50,Non-Travel,Yes,2,4,3,1,4,1,3,Yes,I feel undervalued and underpaid compared to industry standards
10553,54,Female,Divorced,Marketing,Digital Marketer,2,HR Management,Mumbai,180961,11,3,9,2,3,9,23,9,47,Travel_Rarely,No,4,4,2,2,1,2,4,No,Excellent culture and very clear career growth opportunities
10554,48,Female,Married,HR,HR Business Partner,5,Engineering,Bhubaneswar,32412,20,1,17,9,6,4,32,2,10,Non-Travel,No,4,4,4,4,2,1,4,No,"Very happy with my role, the team is fantastic and supportive"
10555,41,Female,Married,HR,L&D Specialist,3,Computer Science,Mumbai,242222,13,2,2,6,8,8,18,2,57,Travel_Frequently,Yes,1,4,3,4,2,4,1,Yes,Work is okay but salary could definitely be better though
10556,33,Female,Single,HR,HR Manager,2,Marketing,Hyderabad,125030,20,1,2,1,8,2,27,2,35,Travel_Frequently,No,5,2,1,1,1,2,3,Yes,Poor management decisions causing frustration across the team
10557,52,Female,Married,Operations,Supply Chain Analyst,1,Computer Science,Pune,39657,20,0,4,4,9,4,11,5,47,Non-Travel,No,3,4,3,1,3,1,3,No,"Average experience overall, some good and some bad aspects"
10558,48,Male,Divorced,HR,HR Manager,5,Business Administration,Pune,20656,11,1,15,7,0,9,19,6,57,Travel_Frequently,No,4,3,3,2,3,4,2,Yes,"It is an okay place to work, nothing exceptional about it"
10559,53,Female,Single,Finance,Auditor,2,Marketing,Bengaluru,155039,14,1,19,0,9,5,25,3,23,Travel_Rarely,No,6,4,2,2,3,1,4,No,Excellent culture and very clear career growth opportunities
